,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Blocks","Career high, Game Score",Triple-Doubles,College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year
0,Johnny Green,1959-60,26.0,['NYK' 'TOT' 'BAL' 'SDR' 'PHI' 'CIN' 'KCO'],NBA,PF,82.0,,34.9,7.3,15.8,0.599,,,,,,,,3.5,5.5,0.679,,,13.3,2.4,,,,3.4,18.1,1,39.0,25.0,7.0,,,,,['MICHIGANST'],,4,0,0,6,1959
0,Mal Graham,1967-68,22.0,['BOS'],NBA,PG,48.0,,16.4,2.4,5.7,0.43,,,,,,,,1.2,1.8,0.786,,,2.0,1.3,,,,2.6,6.0,0,18.0,7.0,5.0,,,,,['NEWYORKU'],,0,2,0,11,1967
0,Dick Garmaker,1955-56,23.0,['MNL' 'TOT' 'NYK'],NBA,SG,72.0,,34.6,5.8,14.5,0.44,,,,,,,,5.1,6.0,0.86,,,5.4,3.1,,,,3.4,16.3,1,39.0,13.0,10.0,,,,,['MINNESOTA'],,4,0,0,8,1954
0,Evric Gray,1996-97,27.0,['NJN'],NBA,SF,5.0,0.0,8.4,0.8,3.0,0.267,0.2,0.8,0.25,0.6,2.2,0.273,0.3,0.8,0.8,1.0,0.2,0.4,0.6,0.4,0.2,0.0,0.6,1.0,2.6,0,7.0,2.0,1.0,1.0,,2.7,,['UNLV'],,0,0,0,,
0,Ken Gardner,1975-76,26.0,['UTS'],ABA,SF,9.0,,5.7,0.7,2.0,0.333,0.0,0.0,,0.7,2.0,0.333,0.333,0.2,0.2,1.0,0.9,0.6,1.4,0.3,0.2,0.1,0.1,1.0,1.6,0,6.0,6.0,3.0,,,-1.8,,['UTAH'],,0,0,0,14,1971
0,A.J. Green,2022-23,23.0,['MIL'],NBA,SG,35.0,1.0,9.9,1.5,3.6,0.424,1.3,3.0,0.419,0.3,0.6,0.45,0.6,0.1,0.1,1.0,0.2,1.1,1.3,0.6,0.2,0.0,0.3,0.9,4.4,0,15.0,4.0,4.0,1.0,,12.3,,['NIOWA'],https://www.basketball-reference.com/req/202106291/images/headshots/greenaj01.jpg,0,0,0,,
0,Dan Gadzuric,2002-03,24.0,['MIL' 'TOT' 'GSW' 'NJN' 'NYK'],NBA,C,81.0,81.0,22.0,3.0,5.6,0.553,0.0,0.0,0.0,3.0,5.6,0.555,0.553,1.3,2.5,0.544,3.2,5.1,8.3,0.6,0.7,1.4,1.0,2.8,7.3,1,22.0,20.0,4.0,3.0,7.0,23.9,,['UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/gadzuda01.jpg,0,0,0,5,2002
0,Dave Gambee,1958-59,21.0,['STL' 'TOT' 'CIN' 'SYR' 'PHI' 'SDR' 'MIL' 'DET' 'SFW'],NBA,SF,80.0,,28.8,6.0,14.1,1.0,,,,,,,,4.8,5.9,0.856,,,7.9,1.4,,,,3.9,16.7,1,39.0,19.0,6.0,,,,,['OREGONST'],,0,1,0,7,1958
0,Quentin Grimes,2021-22,21.0,['NYK'],NBA,SG,71.0,66.0,29.9,4.0,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,0.599,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1.0,2.5,11.3,0,36.0,9.0,8.0,4.0,2.0,32.4,,['KANSAS' 'HOUSTON'],https://www.basketball-reference.com/req/202106291/images/headshots/grimequ01.jpg,0,0,0,25,2021
0,Lynn Greer,2006-07,27.0,['MIL'],NBA,SG,41.0,0.0,10.5,1.5,3.4,0.433,0.4,1.3,0.346,1.0,2.2,0.483,0.496,0.7,0.8,0.844,0.0,0.6,0.7,1.3,0.4,0.0,0.4,0.8,4.1,0,19.0,3.0,4.0,3.0,1.0,15.1,,['TEMPLE'],,0,0,0,,
0,Devean George,1999-00,22.0,['LAL' 'DAL' 'GSW'],NBA,SF,82.0,48.0,23.8,2.8,7.0,0.432,1.4,3.9,0.39,2.0,4.7,0.494,0.549,1.2,1.5,0.79,1.3,3.0,4.0,1.4,1.0,0.5,1.1,2.5,7.4,0,25.0,12.0,6.0,5.0,4.0,20.8,,['AUGSBURGMN'],,0,3,0,23,1999
0,Daniel Gafford,2019-20,21.0,['CHI' 'TOT' 'WAS'],NBA,C,78.0,53.0,20.6,4.1,6.0,0.732,0.0,0.0,0.0,4.1,6.0,0.732,0.732,2.0,2.9,0.699,2.2,3.5,5.7,1.1,0.7,1.8,1.1,2.4,10.1,1,25.0,13.0,5.0,4.0,8.0,25.5,,['ARKANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/gaffoda01.jpg,0,0,0,8,2019
0,Kevin Garnett,1995-96,19.0,['MIN' 'BOS' 'BRK' 'TOT'],NBA,SF,82.0,82.0,40.5,9.8,19.6,0.581,0.5,1.4,0.37,9.7,19.1,0.6,0.581,5.5,6.7,0.862,3.5,10.9,13.9,6.0,1.7,2.2,3.3,3.2,24.2,1,47.0,25.0,12.0,7.0,8.0,41.5,16.0,,https://www.basketball-reference.com/req/202106291/images/headshots/garneke01.jpg,15,1,1,5,1995
0,Tom Gugliotta,1992-93,23.0,['WSB' 'TOT' 'GSW' 'MIN' 'PHO' 'UTA' 'BOS' 'ATL'],NBA,PF,81.0,81.0,38.7,7.8,16.5,0.502,0.9,2.8,0.5,7.7,15.4,0.513,0.504,5.7,7.0,1.0,3.0,6.9,9.6,4.5,3.5,1.8,3.6,3.4,20.6,1,39.0,20.0,11.0,8.0,5.0,36.2,1.0,['NCSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/guglito01.jpg,1,0,0,6,1992
0,Kevin Grevey,1975-76,22.0,['WSB' 'MIL'],NBA,SF,81.0,62.0,34.9,6.7,14.7,0.453,0.6,1.8,0.395,6.4,14.2,0.477,0.474,3.3,3.9,0.897,1.5,2.2,3.6,4.0,0.9,0.3,2.0,2.5,17.2,0,43.0,10.0,10.0,4.0,3.0,28.4,,['KENTUCKY'],,0,1,0,18,1975
0,Eddie Griffin,2001-02,19.0,['HOU' 'MIN'],NBA,PF,77.0,66.0,26.0,3.5,9.1,0.4,1.2,3.7,0.333,2.7,6.3,0.426,0.451,0.9,1.2,0.8,1.8,4.6,6.5,1.1,0.7,2.1,1.0,1.8,8.8,0,27.0,18.0,5.0,3.0,8.0,26.2,,['SETONHALL'],,0,0,0,7,2001
0,Matt Geiger,1992-93,23.0,['MIA' 'CHH' 'PHI'],NBA,C,78.0,50.0,30.8,5.3,11.1,0.574,0.1,0.4,0.4,5.3,11.0,0.579,0.575,2.8,3.5,0.797,2.7,5.8,8.4,1.2,0.9,1.1,2.0,3.8,13.5,0,29.0,21.0,6.0,5.0,5.0,26.4,,['AUBURN' 'GATECH'],,0,0,0,15,1992
0,Andrew Gaze,1993-94,28.0,['WSB' 'SAS'],NBA,SG,19.0,0.0,10.0,1.1,2.4,0.471,0.6,1.1,0.5,0.6,1.3,0.444,0.588,0.3,0.3,1.0,0.1,0.9,1.0,0.7,0.3,0.1,0.4,1.3,3.1,0,6.0,2.0,2.0,2.0,1.0,5.3,,['SETONHALL'],,0,1,0,,
0,Harry Gallatin,1948-49,21.0,['NYK' 'DET'],BAA,,72.0,,37.4,4.7,12.5,0.444,,,,,,,,6.0,7.7,0.814,,,15.3,2.7,,,,3.7,15.0,0,34.0,33.0,8.0,,,,,['TRUMANST'],https://www.basketball-reference.com/req/202106291/images/headshots/gallaha01.jpg,7,0,0,8,1947
0,Bob Gantt,1946-47,24.0,['WSC'],BAA,,23.0,,,1.3,3.9,0.326,,,,,,,,0.6,1.2,0.464,,,,0.2,,,,2.0,3.1,0,8.0,,,,,,,,,0,0,0,,
0,Joe Graboski,1948-49,19.0,['CHS' 'INO' 'PHW' 'TOT' 'STL' 'CHP' 'SYR'],BAA,,73.0,,40.1,5.5,15.7,0.387,,,,,,,,5.1,7.4,0.783,,,10.4,2.6,,,,4.4,14.7,1,36.0,29.0,9.0,,,,,,,0,1,0,,
0,A.C. Green,1985-86,22.0,['LAL' 'PHO' 'TOT' 'DAL' 'MIA'],NBA,PF,83.0,82.0,35.4,5.7,11.3,0.539,0.5,1.5,0.348,5.6,10.9,0.55,0.548,4.1,5.6,0.786,3.7,5.9,9.3,1.7,1.1,1.0,1.5,2.8,14.7,1,35.0,20.0,8.0,6.0,5.0,34.8,,['OREGONST'],https://www.basketball-reference.com/req/202106291/images/headshots/greenac01.jpg,1,3,0,23,1985
0,Alex Garcia,2003-04,23.0,['SAS' 'NOH'],NBA,SG,8.0,3.0,18.3,2.3,6.5,0.346,0.6,2.3,0.278,1.6,4.3,0.382,0.394,0.5,1.0,0.75,0.9,1.0,1.9,2.3,1.0,0.1,1.0,1.9,5.5,0,11.0,4.0,4.0,2.0,1.0,6.8,,,,0,0,0,,
0,JaMychal Green,2014-15,24.0,['TOT' 'SAS' 'MEM' 'LAC' 'DEN' 'GSW'],NBA,PF,78.0,75.0,28.0,4.1,8.9,0.575,1.5,3.8,0.413,3.3,6.6,0.8,0.623,1.7,2.2,0.871,2.7,5.8,8.4,1.4,0.8,0.6,1.6,3.2,10.3,1,29.0,18.0,7.0,5.0,4.0,28.0,,['ALABAMA'],https://www.basketball-reference.com/req/202106291/images/headshots/greenja01.jpg,0,0,0,,
0,Daniel Gibson,2006-07,20.0,['CLE'],NBA,PG,75.0,26.0,30.4,3.9,9.9,0.466,2.0,4.6,0.477,2.2,5.5,0.454,0.599,2.0,2.4,0.822,0.5,2.6,2.9,3.0,0.8,0.5,1.3,2.8,11.6,0,29.0,8.0,9.0,4.0,3.0,25.5,,['TEXAS'],https://www.basketball-reference.com/req/202106291/images/headshots/gibsoda01.jpg,0,0,0,12,2006
0,Stephen Graham,2005-06,23.0,['TOT' 'HOU' 'CHI' 'CLE' 'POR' 'IND' 'CHA' 'NJN'],NBA,SG,70.0,28.0,16.3,2.0,4.9,0.586,0.4,1.3,0.5,1.7,3.7,0.614,0.647,1.0,1.2,1.0,0.4,1.8,2.1,0.7,0.3,0.2,0.9,1.8,5.4,1,19.0,9.0,5.0,3.0,2.0,15.3,,['CFLORIDA' 'OKSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/grahast01.jpg,0,0,0,,
0,Grant Gondrezick,1986-87,24.0,['PHO' 'LAC'],NBA,SG,64.0,1.0,13.1,2.1,4.7,0.45,0.1,0.4,0.273,2.0,4.4,0.463,0.457,1.2,1.7,0.701,0.7,1.0,1.7,1.3,0.5,0.1,0.9,1.4,5.5,0,17.0,8.0,6.0,2.0,1.0,14.4,,['PEPPERDINE'],,0,0,0,7,1986
0,Walt Gilmore,1970-71,23.0,['POR'],NBA,PF,27.0,,9.7,0.9,2.0,0.426,,,,,,,,0.4,1.0,0.462,,,2.7,0.4,,,,1.8,2.1,0,11.0,9.0,2.0,,,,,,,0,0,0,8,1970
0,Don Grate,1949-50,26.0,['SHE'],NBA,,2.0,,,0.5,3.0,0.167,,,,,,,,1.0,1.0,1.0,,,,1.5,,,,1.5,2.0,0,4.0,,2.0,,,,,,,0,0,0,,
0,Sundiata Gaines,2009-10,23.0,['UTA' 'TOT' 'MIN' 'TOR' 'NJN'],NBA,PG,57.0,12.0,15.0,2.5,5.8,0.463,0.5,2.5,0.341,2.0,3.3,0.6,0.506,1.1,2.0,0.615,1.0,1.4,2.4,2.5,1.0,0.2,1.3,1.7,5.8,1,18.0,7.0,8.0,4.0,1.0,18.8,,['GEORGIA'],https://www.basketball-reference.com/req/202106291/images/headshots/gainesu01.jpg,0,0,0,,
0,Jeff Grayer,1988-89,23.0,['MIL' 'GSW' 'PHI' 'SAC' 'TOT' 'CHH'],NBA,SG,82.0,40.0,23.4,3.8,8.4,0.571,0.5,3.0,0.667,3.5,7.8,0.538,0.714,1.9,2.8,0.85,1.6,1.9,3.3,2.0,0.9,0.3,2.0,2.5,9.0,1,27.0,13.0,6.0,5.0,3.0,22.5,,['IOWAST'],,0,0,0,13,1988
0,Taylor Griffin,2009-10,23.0,['PHO'],NBA,SF,8.0,0.0,4.0,0.5,1.3,0.4,0.0,0.3,0.0,0.5,1.0,0.5,0.4,0.3,0.5,0.5,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.5,1.3,0,4.0,1.0,1.0,,1.0,2.9,,['OKLAHOMA'],,0,0,0,18,2009
0,Greg Grant,1989-90,23.0,['PHO' 'NYK' 'TOT' 'CHH' 'PHI' 'DEN' 'WSB'],NBA,PG,72.0,3.0,25.5,1.8,4.4,0.456,0.4,1.6,0.389,1.7,3.6,0.5,0.472,0.6,0.9,0.864,0.3,1.6,1.9,5.5,1.1,0.2,1.4,2.5,4.1,1,15.0,7.0,14.0,6.0,1.0,16.2,,['TRENTONST'],,0,0,0,25,1989
0,Freddie Gillespie,2020-21,23.0,['TOR' 'ORL'],NBA,PF,20.0,2.0,19.6,2.2,4.2,0.524,0.0,0.1,0.0,2.2,4.2,0.524,0.524,1.2,1.7,0.697,2.1,2.8,4.9,0.6,0.7,1.0,0.6,2.2,5.6,0,11.0,10.0,2.0,3.0,5.0,13.1,,['BAYLOR'],https://www.basketball-reference.com/req/202106291/images/headshots/gillefr01.jpg,0,0,0,,
0,Litterial Green,1992-93,22.0,['ORL' 'DET' 'MIL' 'CLE'],NBA,PG,52.0,4.0,12.0,1.7,3.8,0.469,0.0,0.2,0.25,1.7,3.6,0.556,0.469,1.2,1.8,0.757,0.2,0.4,0.7,2.2,0.4,0.1,0.8,1.3,4.5,0,16.0,4.0,9.0,5.0,2.0,12.8,,['GEORGIA'],,0,0,0,12,1992
0,Mike Gibson,1983-84,23.0,['WSB' 'DET'],NBA,PF,32.0,0.0,7.2,0.7,1.7,0.392,0.0,0.0,,0.7,1.7,0.392,0.392,0.3,0.5,0.727,0.9,1.2,2.1,0.3,0.3,0.2,0.4,1.1,1.7,0,9.0,13.0,3.0,2.0,1.0,9.3,,['USCUPSTATE'],,0,0,0,21,1982
0,Georgi Glouchkov,1985-86,26.0,['PHO'],NBA,PF,49.0,16.0,15.8,1.7,4.3,0.402,0.0,0.0,1.0,1.7,4.2,0.399,0.404,1.4,2.5,0.574,0.6,2.7,3.3,0.7,0.5,0.5,1.6,2.5,4.9,0,13.0,11.0,2.0,2.0,2.0,13.6,,,,0,0,0,9,1985
0,Pat Garrity,1998-99,22.0,['PHO' 'ORL'],NBA,PF,82.0,53.0,31.9,4.1,9.6,0.5,2.1,5.0,0.433,2.2,4.7,0.513,0.537,1.1,1.4,0.889,1.0,3.3,4.2,1.5,0.8,0.4,1.0,3.2,11.1,0,32.0,15.0,5.0,5.0,3.0,26.8,,['NOTREDAME'],https://www.basketball-reference.com/req/202106291/images/headshots/garripa01.jpg,0,0,0,19,1998
0,Vern Gardner,1949-50,24.0,['PHW'],NBA,SG,63.0,,18.8,5.0,14.5,0.371,,,,,,,,3.6,4.7,0.767,,,4.1,1.9,,,,3.7,13.5,0,24.0,14.0,7.0,,,,,['UTAH'],,0,0,0,6,1949
0,Tom Gola,1955-56,23.0,['PHW' 'TOT' 'SFW' 'NYK'],NBA,SG,77.0,,41.0,5.7,13.1,0.46,,,,,,,,4.4,5.6,0.794,,,11.1,5.9,,,,4.5,15.0,1,29.0,24.0,15.0,,,,20.0,['LASALLE'],https://www.basketball-reference.com/req/202106291/images/headshots/golato01.jpg,5,1,0,3,1955
0,Willie Green,2003-04,22.0,['PHI' 'NOH' 'ATL' 'LAC' 'ORL'],NBA,SG,81.0,74.0,26.6,5.1,11.8,0.471,1.0,2.4,0.526,4.4,9.6,0.494,0.553,1.7,2.2,0.857,0.6,2.0,2.5,2.1,0.8,0.3,1.5,2.1,12.4,0,37.0,9.0,10.0,3.0,3.0,27.2,,['DETROIT'],https://www.basketball-reference.com/req/202106291/images/headshots/greenwi01.jpg,0,0,0,12,2003
0,Mike Green,1973-74,22.0,['DNR' 'DNA' 'VIR' 'SEA' 'TOT' 'SAS' 'KCK'],ABA,C,81.0,,31.8,7.3,15.4,0.542,0.0,0.1,0.5,7.3,15.3,0.544,0.542,2.9,3.8,0.778,3.6,6.0,9.6,1.6,1.3,2.1,2.5,3.5,17.4,1,39.0,18.0,6.0,4.0,6.0,22.2,,['LATECH'],,1,0,0,4,1973
0,Ben Goldfaden,1946-47,33.0,['WSC'],BAA,,2.0,,,0.0,1.0,0.0,,,,,,,,1.0,2.0,0.5,,,,0.0,,,,1.5,1.0,0,1.0,,,,,,,,,0,0,0,,
0,Jonathan Gibson,2016-17,29.0,['DAL' 'BOS'],NBA,PG,17.0,0.0,13.6,3.5,5.8,0.609,1.5,3.0,0.5,2.0,2.9,0.727,0.739,1.2,1.7,0.724,0.1,1.2,1.3,1.5,0.5,0.0,1.2,1.3,8.5,0,26.0,6.0,4.0,2.0,,15.5,,['NMSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/gibsojo01.jpg,0,0,0,,
0,Ken Green,1985-86,26.0,['NYK'],NBA,PF,7.0,0.0,10.3,1.9,3.9,0.481,0.0,0.0,,1.9,3.9,0.481,0.481,0.7,1.3,0.556,1.7,2.1,3.9,0.3,0.6,0.0,0.1,1.1,4.4,0,11.0,8.0,1.0,1.0,,12.2,,['UTPANAM'],,0,0,0,11,1981
0,Erick Green,2014-15,23.0,['DEN' 'TOT' 'UTA'],NBA,PG,43.0,1.0,9.5,1.4,3.8,0.417,0.3,1.1,0.298,1.1,2.7,0.5,0.458,0.3,0.3,1.0,0.5,0.6,0.8,0.9,0.3,0.0,0.3,0.7,3.4,1,17.0,4.0,7.0,2.0,,16.8,,['VATECH'],https://www.basketball-reference.com/req/202106291/images/headshots/greener01.jpg,0,0,0,16,2013
0,Pop Goodwin,1946-47,26.0,['PRO'],BAA,,55.0,,,1.8,6.5,0.282,,,,,,,,1.1,1.4,0.8,,,,0.3,,,,1.7,4.7,0,19.0,,1.0,,,,,,,0,0,0,,
0,Joey Graham,2005-06,23.0,['TOR' 'DEN' 'CLE'],NBA,SF,80.0,24.0,19.8,3.0,6.2,0.52,0.4,1.1,0.667,2.9,5.9,0.545,0.525,1.7,2.1,0.844,1.2,2.5,3.7,0.8,0.5,0.2,1.2,2.9,7.7,0,24.0,12.0,5.0,3.0,3.0,24.0,,['CFLORIDA' 'OKSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/grahajo01.jpg,0,0,0,16,2005
0,Usman Garuba,2021-22,19.0,['HOU'],NBA,PF,75.0,2.0,12.9,1.1,2.4,0.486,0.3,0.8,0.407,0.8,1.6,0.583,0.554,0.4,0.6,0.714,1.6,2.6,4.1,0.9,0.6,0.5,0.6,1.8,3.0,0,12.0,14.0,3.0,4.0,3.0,16.6,,,https://www.basketball-reference.com/req/202106291/images/headshots/garubus01.jpg,0,0,0,23,2021
0,Woody Grimshaw,1946-47,27.0,['PRO'],BAA,,21.0,,,1.0,2.7,0.357,,,,,,,,1.0,2.1,0.477,,,,0.0,,,,1.2,2.9,0,11.0,,,,,,,,,0,0,0,,
0,Brandon Goodwin,2018-19,23.0,['DEN' 'ATL' 'CLE'],NBA,PG,47.0,5.0,13.9,2.2,5.6,0.416,0.8,2.6,0.345,1.5,3.0,0.485,0.477,0.8,1.1,0.933,0.4,1.8,2.1,2.5,0.7,0.1,1.0,1.3,6.1,0,21.0,8.0,12.0,4.0,1.0,21.5,,['CFLORIDA'],https://www.basketball-reference.com/req/202106291/images/headshots/goodwbr01.jpg,0,0,0,,
0,Francisco García,2005-06,24.0,['SAC' 'TOT' 'HOU'],NBA,SF,79.0,36.0,30.4,4.5,10.2,0.466,1.5,3.9,0.398,3.2,6.8,0.56,0.574,2.2,2.7,0.882,0.9,2.7,3.4,2.3,1.2,1.0,1.7,3.0,12.7,1,31.0,12.0,7.0,5.0,5.0,26.9,,['LOUISVILLE'],https://www.basketball-reference.com/req/202106291/images/headshots/garcifr01.jpg,0,0,0,23,2005
0,Rickey Green,1977-78,23.0,['GSW' 'DET' 'UTA' 'TOT' 'CHH' 'MIL' 'IND' 'PHI' 'BOS'],NBA,PG,81.0,81.0,35.7,6.2,12.5,0.545,0.1,0.5,0.368,6.2,12.4,0.556,0.553,3.0,3.5,0.929,1.0,2.1,3.0,9.2,2.8,0.2,2.8,2.6,14.8,1,45.0,9.0,20.0,9.0,3.0,41.2,,['MICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/greenri01.jpg,1,0,0,16,1977
0,Herm Gilliam,1969-70,23.0,['CIN' 'BUF' 'ATL' 'SEA' 'POR'],NBA,SG,82.0,,36.1,6.2,13.6,0.468,,,,,,,,1.8,2.4,0.838,1.3,3.3,5.3,6.3,2.2,0.3,,3.4,14.1,0,35.0,13.0,16.0,7.0,2.0,,1.0,['PURDUE'],,0,1,0,3,1968
0,Winston Garland,1987-88,23.0,['GSW' 'TOT' 'LAC' 'DEN' 'HOU' 'MIN'],NBA,PG,79.0,79.0,33.7,5.9,13.6,0.444,0.4,1.0,0.462,5.8,13.1,0.451,0.452,2.6,3.2,0.91,1.3,3.0,4.2,6.4,2.2,0.3,2.8,2.8,14.5,1,31.0,12.0,16.0,8.0,3.0,30.5,2.0,,,0,0,0,17,1987
0,Devin Gray,1996-97,24.0,['TOT' 'SAC' 'SAS' 'HOU'],NBA,PF,21.0,2.0,8.3,1.7,5.0,0.405,0.0,0.0,,1.7,5.0,0.405,0.405,0.9,1.4,0.655,1.0,2.0,3.0,0.7,1.0,0.1,1.7,2.7,3.3,1,8.0,5.0,2.0,2.0,2.0,6.4,,['CLEMSON'],,0,0,0,,
0,Jack Givens,1978-79,22.0,['ATL'],NBA,SF,82.0,,18.2,3.2,7.6,0.415,0.0,0.0,0.0,3.2,7.6,0.415,0.415,1.4,1.8,0.828,1.4,1.6,3.0,1.1,1.0,0.2,1.0,1.6,7.7,0,22.0,13.0,5.0,4.0,2.0,17.9,,['KENTUCKY'],,0,0,0,16,1978
0,Gerald Govan,1965-66,24.0,['NOB' 'MMP' 'UTS' 'VIR'],Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),84.0,,44.1,5.0,12.4,0.471,0.0,0.1,1.0,5.0,12.3,0.473,0.471,2.5,3.4,0.821,3.7,11.1,14.5,4.8,0.9,0.6,3.3,3.4,12.5,0,28.0,26.0,12.0,4.0,3.0,-0.7,1.0,,https://www.basketball-reference.com/req/202106291/images/headshots/govange01.jpg,1,0,0,4,1964
0,Aaron Gordon,2014-15,19.0,['ORL' 'TOT' 'DEN'],NBA,PF,80.0,78.0,33.8,6.5,14.9,0.564,2.0,5.9,0.375,5.4,9.0,0.628,0.603,2.8,4.6,0.743,2.4,6.4,7.9,4.2,1.0,0.8,2.7,2.2,17.6,1,41.0,17.0,12.0,6.0,4.0,38.5,2.0,['ARIZONA'],https://www.basketball-reference.com/req/202106291/images/headshots/gordoaa01.jpg,0,1,0,4,2014
0,Bob Gross,1975-76,22.0,['POR' 'SDC'],NBA,SF,82.0,24.0,30.0,5.3,10.0,0.537,0.1,0.2,0.5,5.3,10.0,0.538,0.542,2.2,2.6,0.851,2.5,3.1,5.6,3.7,1.4,0.9,2.7,3.3,12.7,0,27.0,17.0,13.0,6.0,5.0,26.8,,['SEATTLE' 'LONGBEACH'],https://www.basketball-reference.com/req/202106291/images/headshots/grossbo01.jpg,0,1,0,7,1975
0,Jeff Green,2007-08,21.0,"['SEA' 'OKC' 'TOT' 'BOS' 'MEM' 'LAC' 'ORL' 'CLE' 'WAS' 'UTA' 'HOU' 'BRK'
 'DEN']",NBA,SF,82.0,82.0,37.1,6.2,14.4,0.564,1.6,4.8,0.412,4.9,10.5,0.8,0.658,3.7,4.4,0.888,1.5,5.1,6.7,2.0,1.3,0.9,2.2,2.9,17.6,1,43.0,15.0,7.0,4.0,5.0,38.6,,['GEORGETOWN'],https://www.basketball-reference.com/req/202106291/images/headshots/greenje02.jpg,0,1,0,5,2007
0,Mickell Gladness,2011-12,25.0,['TOT' 'MIA' 'GSW'],NBA,PF,26.0,7.0,12.4,1.3,3.1,0.429,0.0,0.0,,1.3,3.1,0.429,0.429,0.3,0.7,0.5,0.7,1.9,2.6,0.3,0.2,1.1,0.4,1.3,3.0,1,14.0,9.0,2.0,1.0,4.0,15.0,,['ALABAMAAM'],https://www.basketball-reference.com/req/202106291/images/headshots/gladnmi01.jpg,0,0,0,,
0,Reece Gaines,2003-04,23.0,['ORL' 'TOT' 'HOU' 'MIL'],NBA,PG,38.0,1.0,10.8,1.0,2.7,0.5,0.3,1.2,0.5,0.7,2.0,0.6,0.5,0.4,0.7,0.75,0.2,1.1,1.1,1.1,0.3,0.1,0.5,1.2,2.6,1,14.0,6.0,4.0,2.0,1.0,12.6,,['LOUISVILLE'],,0,0,0,15,2003
0,Paul Grant,1998-99,25.0,['TOT' 'MIN' 'MIL' 'UTA'],NBA,C,10.0,0.0,9.8,1.1,2.3,0.5,0.0,0.0,,1.1,2.3,0.5,0.5,0.3,0.8,0.375,0.7,1.0,1.7,0.3,0.5,0.1,0.7,1.7,2.5,1,6.0,6.0,1.0,1.0,1.0,2.9,,['BOSTONCOLL' 'WISCONSIN'],,0,0,0,20,1997
