,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,MidSeasonTrade,"Career high, Points",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,ORB,DRB,STL,BLK,TOV,"Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Game Score",3P,3PA,3P%,2P,2PA,2P%,eFG%,"Career high, Blocks",Triple-Doubles
0,Rodney Stuckey,2007-08,21.0,['DET' 'IND'],NBA,PG,79.0,67.0,34.2,6.2,15.2,0.44,4.9,5.8,0.866,3.8,5.2,2.8,16.6,0,40.0,['EWASHINGTN'],https://www.basketball-reference.com/req/202106291/images/headshots/stuckro01.jpg,0,0,0,15,2007,1.0,3.0,1.4,0.2,2.2,14.0,14.0,5.0,32.9,0.8,2.4,0.39,5.9,14.1,0.457,0.477,2.0,
0,Dick Shrider,1948-49,25.0,['NYK'],BAA,,4.0,,,0.0,0.0,,0.3,0.8,0.333,,0.5,0.5,0.3,0,1.0,,,0,0,0,,1948,,,,,,,,,,,,,,,,,,
0,Ish Smith,2010-11,22.0,"['TOT' 'HOU' 'MEM' 'GSW' 'ORL' 'MIL' 'PHO' 'OKC' 'PHI' 'NOP' 'DET' 'WAS'
 'CHO' 'DEN']",NBA,PG,82.0,53.0,32.4,6.0,14.8,0.486,1.8,2.7,0.767,4.3,7.0,1.9,14.7,1,32.0,['WAKE'],https://www.basketball-reference.com/req/202106291/images/headshots/smithis01.jpg,0,1,0,,,0.6,3.7,1.3,0.5,2.8,14.0,16.0,7.0,29.5,0.9,2.7,0.4,5.1,12.0,0.506,0.507,3.0,
0,Vassilis Spanoulis,2006-07,24.0,['HOU'],NBA,SG,31.0,0.0,8.8,0.7,2.3,0.319,1.1,1.4,0.81,0.7,0.9,1.1,2.7,0,13.0,,https://www.basketball-reference.com/req/202106291/images/headshots/spanova01.jpg,0,0,0,21,2004,0.2,0.5,0.2,0.0,0.9,4.0,4.0,1.0,10.1,0.2,0.9,0.172,0.6,1.4,0.419,0.354,1.0,
0,Kenny Sailors,1946-47,26.0,['CLR' 'TOT' 'CHS' 'PHW' 'PRO' 'DNN' 'BOS' 'BLB'],BAA,,60.0,,,5.8,16.7,0.667,5.8,8.0,0.766,2.3,4.0,4.2,17.3,1,37.0,,,0,0,0,,,,,,,,4.0,5.0,,,,,,,,,,,
0,Gene Short,1975-76,22.0,['TOT' 'SEA' 'NYK'],NBA,SF,34.0,,6.9,1.0,3.0,0.545,0.7,1.1,0.633,1.5,0.3,1.1,2.6,1,10.0,,,0,0,0,9,1975,0.6,0.9,0.3,0.1,,7.0,2.0,2.0,,,,,,,,,1.0,
0,Keifer Sykes,2021-22,28.0,['IND'],NBA,PG,32.0,11.0,17.7,2.2,5.9,0.363,0.5,0.5,0.882,1.4,1.9,1.6,5.6,0,22.0,['WISCGB'],https://www.basketball-reference.com/req/202106291/images/headshots/sykeske01.jpg,0,0,0,,,0.3,1.2,0.4,0.1,1.0,5.0,6.0,1.0,18.6,0.8,2.8,0.3,1.3,3.1,0.42,0.434,1.0,
0,Wally Szczerbiak,1999-00,22.0,['MIN' 'TOT' 'BOS' 'SEA' 'CLE'],NBA,SF,82.0,82.0,38.9,7.4,14.8,0.511,4.1,4.6,0.898,5.5,3.2,2.8,20.1,1,44.0,['MIAMIOH'],https://www.basketball-reference.com/req/202106291/images/headshots/szczewa02.jpg,1,0,0,6,1999,1.6,3.9,0.8,0.4,2.2,14.0,10.0,4.0,33.2,1.5,3.6,0.455,6.4,12.3,0.536,0.544,3.0,
0,Jeff Sanders,1989-90,24.0,['CHI' 'CHH' 'ATL'],NBA,PF,31.0,0.0,14.3,2.0,4.7,0.444,0.6,0.9,0.778,3.2,0.8,2.0,4.3,0,9.0,['GEORGIASOU'],,0,0,0,20,1989,1.3,2.0,0.9,0.3,1.2,8.0,2.0,2.0,8.6,0.0,0.0,,2.0,4.7,0.444,0.444,1.0,
0,Mark Strickland,1994-95,24.0,['IND' 'MIA' 'TOT' 'DEN' 'NJN' 'ATL' 'DAL'],NBA,PF,58.0,10.0,22.4,2.8,6.0,0.545,1.2,1.6,0.731,4.6,0.8,1.7,6.8,1,23.0,['TEMPLE'],,0,0,0,,,1.6,3.3,0.4,0.7,1.1,13.0,4.0,3.0,24.9,0.1,0.1,1.0,2.8,5.9,0.545,0.545,4.0,
0,Charles Shackleford,1988-89,22.0,['NJN' 'PHI' 'MIN' 'CHH'],NBA,C,72.0,62.0,22.2,3.5,7.6,0.6,1.1,1.6,0.8,6.8,0.8,2.8,8.2,0,23.0,['NCSTATE'],,0,0,0,7,1988,2.6,4.3,0.6,0.7,1.7,26.0,5.0,5.0,22.9,0.0,0.0,0.0,3.5,7.6,0.6,0.6,5.0,
0,Dolph Schayes,1949-50,21.0,['SYR' 'PHI'],NBA,,79.0,,40.5,8.1,20.3,0.401,8.7,9.9,0.904,16.4,4.0,4.1,24.9,0,50.0,['NEWYORKU'],https://www.basketball-reference.com/req/202106291/images/headshots/schaydo01.jpg,12,1,1,4,1948,,,,,,35.0,13.0,,,,,,,,,,,3.0
0,Tal Skinner,1974-75,22.0,['SEA'],NBA,SF,73.0,,21.6,1.9,4.8,0.463,0.9,1.3,0.649,4.7,1.2,2.2,4.8,0,26.0,,,0,0,0,8,1974,1.8,2.9,0.7,0.2,,16.0,5.0,4.0,,,,,,,,,2.0,
0,Brian Skinner,1998-99,22.0,['LAC' 'CLE' 'PHI' 'MIL' 'TOT' 'SAC' 'POR' 'PHO' 'MEM'],NBA,PF,77.0,54.0,28.2,4.6,9.2,0.554,1.4,2.5,0.75,8.7,1.5,2.9,10.5,1,23.0,['BAYLOR'],https://www.basketball-reference.com/req/202106291/images/headshots/skinnbr01.jpg,0,0,0,22,1998,3.4,5.4,1.0,1.7,1.4,19.0,5.0,3.0,21.7,0.0,0.0,0.667,4.6,9.2,0.554,0.554,6.0,
0,Deb Smith,1946-47,27.0,['STB'],BAA,,48.0,,,0.7,2.5,0.269,0.2,0.4,0.429,,0.1,1.0,1.5,0,8.0,,,0,0,0,,,,,,,,,,,,,,,,,,,,
0,Howie Shannon,1948-49,25.0,['PRO' 'BOS'],BAA,,67.0,,,5.3,14.6,0.364,2.8,3.4,0.804,,2.6,2.8,13.4,0,27.0,,,0,0,0,1,1949,,,,,,,5.0,,,,,,,,,,,
0,Alan Sawyer,1950-51,23.0,['WSC'],NBA,,33.0,,,2.6,7.1,0.37,1.3,1.5,0.86,3.7,0.8,2.3,6.6,0,19.0,['UCLA'],,0,0,0,5,1950,,,,,,3.0,3.0,,,,,,,,,,,
0,Guy Sparrow,1957-58,25.0,['NYK' 'TOT' 'PHW'],NBA,SF,72.0,,23.1,4.4,11.6,0.379,2.3,3.6,0.642,6.4,1.0,3.2,11.1,1,29.0,['DETROIT'],,0,0,0,5,1955,,,,,,18.0,4.0,,,,,,,,,,,
0,Byron Scott,1983-84,22.0,['LAL' 'IND' 'VAN'],NBA,SG,82.0,82.0,37.6,8.8,16.6,0.539,3.4,3.9,0.892,4.1,4.1,2.5,21.7,0,38.0,['ARIZONAST'],https://www.basketball-reference.com/req/202106291/images/headshots/scottby01.jpg,0,3,0,4,1983,1.0,3.2,1.9,0.4,2.1,11.0,11.0,7.0,38.3,1.2,2.9,0.436,8.0,14.4,0.554,0.552,3.0,
0,Tom Sanders,1960-61,22.0,['BOS'],NBA,SF,82.0,,30.7,4.8,11.3,0.456,2.9,3.8,0.88,9.5,1.6,4.4,12.6,0,30.0,['NEWYORKU'],https://www.basketball-reference.com/req/202106291/images/headshots/sandeto01.jpg,0,8,0,8,1960,,,,,,26.0,8.0,,,,,,,,,,,
0,Ron Sanford,1971-72,25.0,['DLC'],ABA,,1.0,,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0,,['NMEXICO'],,0,0,0,8,1969,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,
0,Les Selvage,1967-68,24.0,['ANA' 'LAS'],ABA,PG,78.0,,31.2,4.8,13.4,0.355,2.6,3.6,0.741,2.8,3.2,3.1,14.0,0,38.0,,,0,0,0,,,0.0,0.5,,,2.5,8.0,10.0,,,1.9,5.9,0.319,2.9,7.5,0.4,0.426,,
0,Randy Smith,1971-72,23.0,['BUF' 'SDC' 'CLE' 'NYK' 'TOT' 'ATL'],NBA,SF,82.0,40.0,40.4,9.6,20.7,0.494,5.4,6.8,0.929,5.6,6.5,3.3,24.6,1,41.0,['BUFFALOST'],https://www.basketball-reference.com/req/202106291/images/headshots/smithra01.jpg,2,0,0,2,1970,1.6,3.9,2.5,0.2,3.5,14.0,14.0,8.0,29.5,0.1,0.6,0.273,9.6,20.7,0.499,0.494,2.0,
0,McKinley Singleton,1986-87,25.0,['NYK'],NBA,PG,2.0,0.0,5.0,1.0,1.5,0.667,0.0,0.0,,0.0,0.5,0.5,2.0,0,2.0,['UAB'],,0,0,0,4,1984,0.0,0.0,0.0,0.0,0.0,,1.0,,1.7,0.0,0.5,0.0,1.0,1.0,1.0,0.667,,
0,Jeryl Sasser,2001-02,22.0,['ORL'],NBA,SG,75.0,4.0,13.7,0.9,2.8,0.309,0.7,1.0,0.8,2.5,0.9,1.2,2.6,0,26.0,['SMETHODIST'],,0,0,0,22,2001,0.9,1.6,0.6,0.2,0.5,11.0,6.0,4.0,24.2,0.2,0.6,0.295,0.7,2.2,0.313,0.341,1.0,
0,Dickey Simpkins,1994-95,22.0,['CHI' 'TOT' 'GSW' 'ATL'],NBA,PF,69.0,48.0,29.0,3.0,6.5,0.634,3.1,4.8,0.7,6.8,1.4,3.1,9.1,1,21.0,['PROVIDENCE'],https://www.basketball-reference.com/req/202106291/images/headshots/simpkdi01.jpg,0,3,0,21,1994,2.2,4.6,0.7,0.3,1.9,14.0,6.0,3.0,17.8,0.0,0.1,1.0,3.0,6.5,0.65,0.634,3.0,
0,Lamar Stevens,2020-21,23.0,['CLE'],NBA,PF,63.0,25.0,18.1,2.5,5.1,0.489,0.9,1.3,0.725,3.3,0.7,1.7,6.1,0,23.0,['PENNST'],https://www.basketball-reference.com/req/202106291/images/headshots/stevela01.jpg,0,0,0,,,0.8,2.6,0.5,0.3,0.7,11.0,4.0,3.0,20.2,0.5,1.5,0.316,2.2,4.0,0.543,0.517,4.0,
0,Steve Sheppard,1977-78,23.0,['CHI' 'TOT' 'DET'],NBA,SF,64.0,,10.9,1.9,4.1,0.48,0.6,0.9,0.661,2.0,0.7,1.1,4.3,1,22.0,['MARYLAND'],,0,0,0,8,1977,1.0,1.0,0.2,0.1,1.0,9.0,4.0,3.0,22.1,,,,,,,,1.0,
0,Henry Sims,2012-13,22.0,['NOH' 'TOT' 'CLE' 'PHI' 'BRK'],NBA,C,73.0,32.0,27.2,4.3,8.8,0.667,3.2,4.1,0.833,7.0,1.8,3.2,11.8,1,24.0,['GEORGETOWN'],https://www.basketball-reference.com/req/202106291/images/headshots/simshe01.jpg,0,0,0,,,3.2,3.8,0.9,1.0,1.4,15.0,7.0,3.0,21.5,0.1,0.3,0.182,4.3,8.8,0.667,0.667,3.0,
0,Art Spoelstra,1954-55,22.0,['ROC' 'TOT' 'MNL' 'NYK'],NBA,C,72.0,,22.8,3.1,8.1,0.399,2.3,3.3,0.733,6.1,1.3,3.7,8.5,1,26.0,['WKENTUCKY'],,0,0,0,7,1954,,,,,,14.0,4.0,,,,,,,,,,,
0,Stan Stutz,1946-47,26.0,['NYK' 'BLB'],BAA,,60.0,,,2.9,10.7,0.281,2.4,2.9,0.837,,1.4,2.6,8.0,0,29.0,,,0,0,0,,,,,,,,,5.0,,,,,,,,,,,
0,Charlie Scott,1970-71,22.0,['VIR' 'TOT' 'PHO' 'BOS' 'LAL' 'DEN'],ABA,SG,84.0,,41.9,13.5,30.0,0.463,7.2,9.0,0.81,5.2,6.1,4.3,34.6,1,50.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/scottch01.jpg,5,1,0,4,1970,2.4,3.4,1.9,0.4,4.7,13.0,15.0,7.0,23.7,0.4,1.5,0.264,13.1,28.5,0.471,0.467,4.0,1.0
0,John Salmons,2002-03,23.0,['PHI' 'SAC' 'TOT' 'CHI' 'MIL' 'TOR' 'NOP'],NBA,PG,82.0,74.0,37.7,6.9,14.8,0.477,4.6,5.3,1.0,4.3,3.7,2.3,19.9,1,38.0,['MIAMIFL'],https://www.basketball-reference.com/req/202106291/images/headshots/salmojo01.jpg,0,0,0,26,2002,0.9,3.7,1.3,0.6,2.3,14.0,12.0,6.0,35.0,1.9,4.5,0.418,5.4,10.9,0.504,0.543,3.0,1.0
0,Nick Shaback,1946-47,28.0,['CLR'],BAA,,53.0,,,1.9,7.3,0.265,0.7,1.0,0.717,,0.5,1.4,4.6,0,14.0,,,0,0,0,,,,,,,,,,,,,,,,,,,,
0,Howie Schultz,1949-50,27.0,['TOT' 'AND' 'FTW' 'MNL'],NBA,PF,67.0,,19.7,3.0,11.1,0.283,3.3,4.6,0.756,3.7,2.5,3.7,8.5,1,19.0,,,0,1,0,,,,,,,,8.0,4.0,,,,,,,,,,,
0,Luka Šamanić,2019-20,20.0,['SAS' 'UTA'],NBA,PF,33.0,4.0,23.0,3.7,8.1,0.456,1.3,1.9,0.75,4.3,2.1,2.4,9.9,0,23.0,,https://www.basketball-reference.com/req/202106291/images/headshots/samanlu01.jpg,0,0,0,19,2019,0.5,4.3,0.9,0.7,1.4,9.0,5.0,2.0,17.3,1.1,4.4,0.375,2.6,3.7,0.692,0.526,2.0,
0,Garret Siler,2010-11,24.0,['PHO'],NBA,C,21.0,0.0,4.8,0.8,1.5,0.548,0.5,1.0,0.5,1.3,0.1,1.0,2.1,0,8.0,['AUGUSTAST'],https://www.basketball-reference.com/req/202106291/images/headshots/silerga01.jpg,0,0,0,,,0.8,0.6,0.0,0.2,0.5,5.0,1.0,1.0,7.4,0.0,0.0,,0.8,1.5,0.548,0.548,2.0,
0,Russ Schoene,1982-83,22.0,['TOT' 'PHI' 'IND' 'SEA'],NBA,PF,81.0,7.0,16.8,3.3,7.4,0.512,1.3,1.8,0.81,3.3,0.9,2.6,7.8,1,25.0,['UTCHAT'],,0,0,0,22,1982,1.4,2.2,0.5,0.5,1.1,12.0,5.0,4.0,19.9,0.6,1.6,0.382,3.2,7.3,0.515,0.512,3.0,
0,Ken Spain,1970-71,24.0,['PTC'],ABA,,11.0,,10.2,0.7,2.0,0.364,0.7,1.5,0.471,3.6,0.2,1.5,2.2,0,8.0,['HOUSTON'],,0,0,0,5,1969,1.0,2.6,,,0.8,1.0,,,,0.0,0.0,,0.7,2.0,0.364,0.364,,
0,Darius Songaila,2003-04,25.0,['SAC' 'CHI' 'WAS' 'NOH' 'PHI'],NBA,PF,81.0,29.0,21.4,3.8,7.9,0.532,1.5,1.9,0.918,4.2,1.7,2.8,9.2,0,23.0,['WAKE'],https://www.basketball-reference.com/req/202106291/images/headshots/songada01.jpg,0,0,0,21,2002,1.5,2.7,0.8,0.3,1.4,13.0,6.0,5.0,18.6,0.0,0.1,0.4,3.8,7.8,0.533,0.532,3.0,
0,Sam Sibert,1972-73,23.0,['KCO'],NBA,PF,5.0,,5.2,0.8,2.6,0.308,0.8,1.0,0.8,0.8,0.0,0.8,2.4,0,7.0,['TXTECH'],,0,0,0,6,1972,,,,,,2.0,,,,,,,,,,,,
0,Jason Smith,2007-08,21.0,['PHI' 'NOH' 'NOP' 'NYK' 'ORL' 'WAS' 'TOT' 'MIL'],NBA,PF,82.0,31.0,26.8,4.5,9.1,0.529,1.7,2.0,1.0,5.8,1.7,3.2,9.9,1,26.0,['COLORADOST'],https://www.basketball-reference.com/req/202106291/images/headshots/smithja02.jpg,0,0,0,20,2007,1.8,4.2,0.5,1.0,1.3,16.0,6.0,4.0,26.0,1.0,3.5,0.474,4.5,9.1,0.546,0.585,5.0,
0,Bob Sims,1961-62,23.0,['TOT' 'LAL' 'STL' 'ANA'],NBA,SG,65.0,,25.5,3.7,9.4,0.396,2.3,3.8,0.667,3.4,3.1,3.2,9.7,1,28.0,['PEPPERDINE'],,0,0,0,6,1960,,,,,0.0,10.0,11.0,,,0.0,0.0,,3.7,9.4,0.396,0.396,,
0,Tornike Shengelia,2012-13,21.0,['BRK' 'TOT' 'CHI'],NBA,SF,26.0,0.0,8.1,0.6,1.4,0.5,0.5,0.8,0.563,1.2,0.7,0.9,1.6,1,11.0,,https://www.basketball-reference.com/req/202106291/images/headshots/shengto01.jpg,0,0,0,24,2012,0.5,0.7,0.2,0.1,0.6,11.0,5.0,1.0,9.3,0.1,0.4,0.5,0.6,1.1,0.611,0.5,1.0,
0,Alen Smailagić,2019-20,19.0,['GSW'],NBA,C,15.0,1.0,9.9,1.4,2.9,0.5,1.1,1.4,0.842,1.9,0.9,1.0,4.2,0,10.0,,https://www.basketball-reference.com/req/202106291/images/headshots/smailal01.jpg,0,0,0,9,2019,0.7,1.2,0.2,0.3,0.8,5.0,3.0,1.0,8.6,0.3,0.9,0.4,1.2,1.9,0.63,0.538,2.0,
0,Anfernee Simons,2018-19,19.0,['POR'],NBA,SG,70.0,62.0,35.0,7.5,16.9,0.447,2.6,2.9,0.894,2.6,4.1,2.3,21.1,0,45.0,,https://www.basketball-reference.com/req/202106291/images/headshots/simonan01.jpg,0,0,0,24,2018,0.5,2.3,0.7,0.2,2.1,10.0,11.0,4.0,36.1,3.4,9.1,0.426,4.1,7.8,0.529,0.569,2.0,
0,Marv Schatzman,1949-50,22.0,['BLB'],NBA,,34.0,,,1.3,5.1,0.247,0.9,1.5,0.58,,1.1,1.4,3.4,0,13.0,['STLOUIS'],,0,0,0,,1949,,,,,,,6.0,,,,,,,,,,,
0,Keith Swagerty,1967-68,22.0,['HSM' 'KEN'],Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),77.0,,31.8,4.7,11.5,0.41,3.3,5.5,1.0,10.7,1.2,3.1,12.7,0,32.0,['PACIFIC'],,0,0,0,5,1967,4.2,6.4,,,1.5,24.0,2.0,,,0.0,0.3,0.0,4.7,11.4,0.412,0.41,,
0,Al Smith,1971-72,25.0,['DNR' 'UTS'],ABA,SF,83.0,,32.0,4.1,10.3,0.433,3.3,4.2,0.814,3.2,8.1,3.6,11.1,0,32.0,['BRADLEY'],,0,0,0,5,1969,1.0,2.4,1.3,0.1,3.6,9.0,21.0,2.0,13.1,0.4,1.3,0.362,3.8,9.3,0.458,0.456,1.0,
0,Woody Sauldsberry,1957-58,23.0,['PHW' 'STL' 'TOT' 'CHP' 'CHZ' 'BOS'],NBA,PF,77.0,,38.1,7.0,19.2,0.384,1.9,3.1,0.685,11.5,1.6,3.8,15.4,1,41.0,,,1,1,0,5,1957,,,,,,30.0,6.0,,,,,,,,,,,
0,Donta Smith,2004-05,21.0,['ATL'],NBA,SG,38.0,0.0,11.4,1.2,3.0,0.556,0.9,1.3,0.688,1.4,1.0,1.3,3.3,0,15.0,['SEILLINOIS'],,0,0,0,5,2004,0.5,0.9,0.6,0.1,0.7,6.0,4.0,3.0,13.4,0.2,0.6,0.5,1.0,2.4,0.565,0.593,1.0,
0,Maurice Stokes,1955-56,22.0,['ROC' 'CIN'],NBA,C,72.0,,39.0,6.6,18.7,0.354,4.8,6.7,0.715,18.1,6.4,4.1,16.9,0,36.0,['STFRANPA'],,3,0,0,2,1955,,,,,,38.0,14.0,,,,,,,,,,,11.0
0,Jamal Sampson,2002-03,19.0,['MIL' 'LAL' 'CHA' 'SAC' 'DEN'],NBA,PF,23.0,3.0,14.3,1.2,2.7,0.714,1.0,1.7,0.59,5.3,0.7,2.3,3.4,0,10.0,['CALIFORNIA'],,0,0,0,18,2002,2.3,3.7,0.2,0.7,0.7,13.0,3.0,1.0,11.7,0.0,0.0,0.0,1.2,2.7,0.714,0.714,3.0,
0,Xavier Sneed,2021-22,24.0,['TOT' 'MEM' 'UTA' 'CHO'],NBA,SF,9.0,0.0,12.0,1.3,2.5,0.5,1.0,1.0,1.0,1.3,1.3,1.8,4.3,1,9.0,['KANSASST'],https://www.basketball-reference.com/req/202106291/images/headshots/sneedxa01.jpg,0,0,0,,,0.5,1.3,0.0,0.3,0.8,2.0,2.0,,9.1,0.8,1.5,0.5,0.5,1.0,0.5,0.65,1.0,
0,Billy Shepherd,1972-73,23.0,['VIR' 'SDA' 'MMS'],ABA,PG,84.0,,20.7,2.4,6.3,0.417,0.8,1.0,0.9,1.3,4.4,1.2,6.3,0,25.0,['BUTLER'],,0,0,0,,,0.3,1.0,1.2,0.1,1.4,6.0,14.0,5.0,15.5,0.9,2.4,0.42,1.6,3.9,0.416,0.495,1.0,
0,Ed Sadowski,1946-47,31.0,['TOT' 'TRH' 'CLR' 'BOS' 'PHW' 'BLB'],BAA,,69.0,,,7.3,20.9,0.405,6.3,9.0,0.745,,2.7,4.6,19.4,1,35.0,,,0,0,0,,,,,,,,,6.0,,,,,,,,,,,
0,Larry Staverman,1958-59,22.0,['CIN' 'CHZ' 'TOT' 'BAL' 'DET'],NBA,PF,66.0,,18.2,2.8,5.9,0.537,1.5,2.0,1.0,4.8,1.3,2.8,7.2,1,21.0,,,0,0,0,2,1958,,,,,,14.0,4.0,,,,,,,,,,,
0,Willie Somerset,1965-66,23.0,['BAL' 'HSM' 'TOT' 'NYA'],NBA,PG,74.0,,42.7,9.1,21.2,0.448,7.4,8.9,0.836,5.0,4.0,3.7,24.1,1,43.0,['DUQUESNE'],,1,0,0,3,1965,2.0,2.7,,,3.0,9.0,10.0,,,0.6,2.1,0.308,8.5,19.1,0.464,0.464,,
0,Jonathon Simmons,2015-16,26.0,['SAS' 'ORL' 'TOT' 'PHI'],NBA,SG,78.0,50.0,29.4,5.1,11.0,0.504,2.7,3.5,0.778,3.5,2.5,2.5,13.9,1,35.0,['HOUSTON'],https://www.basketball-reference.com/req/202106291/images/headshots/simmojo02.jpg,0,0,0,,,0.9,2.6,0.8,0.3,2.1,8.0,8.0,4.0,28.3,1.0,3.0,0.429,4.1,8.1,0.533,0.541,2.0,
0,Jalen Smith,2020-21,20.0,['PHO' 'TOT' 'IND'],NBA,PF,68.0,31.0,24.7,5.1,9.7,0.531,1.7,2.3,0.769,7.6,1.0,2.3,13.4,1,23.0,['MARYLAND'],https://www.basketball-reference.com/req/202106291/images/headshots/smithja04.jpg,0,0,0,10,2020,2.1,5.5,0.4,1.0,1.1,18.0,4.0,3.0,19.9,1.4,3.8,0.373,3.7,5.9,0.631,0.603,5.0,
0,JaKarr Sampson,2014-15,21.0,['PHI' 'TOT' 'DEN' 'SAC' 'CHI' 'IND'],NBA,SF,74.0,40.0,31.8,7.3,13.5,0.591,4.3,5.3,0.81,8.0,1.0,2.2,20.0,1,29.0,['STJOHNS'],https://www.basketball-reference.com/req/202106291/images/headshots/sampsja02.jpg,0,0,0,,,1.3,6.8,1.0,1.0,1.1,16.0,6.0,3.0,25.6,1.3,3.5,0.5,6.0,10.0,0.647,0.6,4.0,
