,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,STL,"Career high, Steals",Triple-Doubles,"Career high, Blocks","Career high, Game Score"
0,Elnardo Webster,1971-72,23.0,['TOT' 'NYA' 'MMP'],ABA,SF,24.0,,13.9,2.9,6.4,0.5,0.1,0.3,0.25,2.9,6.2,0.5,0.5,1.3,1.7,0.778,0.9,1.8,2.7,0.9,,2.1,2.3,7.3,1,26.0,6.0,2.0,['STPETERS'],,0,0,0,11,1969,,,,,
0,Art Williams,1967-68,28.0,['SDR' 'BOS' 'SDA'],NBA,PG,81.0,,25.2,3.4,9.1,0.667,0.0,0.0,,3.4,9.1,0.667,0.667,1.4,2.1,0.844,0.4,1.4,4.6,6.6,0.0,1.4,3.0,8.1,0,27.0,15.0,22.0,,,0,1,0,,,1.0,3.0,5.0,,
0,Kenny Walker,1986-87,22.0,['NYK' 'WSB'],NBA,SF,82.0,64.0,26.1,4.2,8.9,0.531,0.1,0.3,0.4,4.2,8.9,0.533,0.534,2.1,2.7,0.78,2.3,3.2,5.0,1.1,0.8,1.1,3.5,10.4,0,26.0,14.0,5.0,['KENTUCKY'],,0,0,0,5,1986,0.8,5.0,,5.0,25.1
0,Greg Wittman,1969-70,22.0,['DNR' 'TOT' 'FLO' 'TEX'],ABA,PF,50.0,,9.1,1.6,4.1,0.392,0.1,0.3,0.235,1.5,3.7,0.406,0.402,0.8,1.4,0.571,1.0,1.4,2.0,0.3,,0.8,2.8,3.9,1,13.0,6.0,1.0,,,0,0,0,3,1969,,,,,
0,Cornell Warner,1970-71,22.0,['BUF' 'TOT' 'CLE' 'MIL' 'LAL'],NBA,C,81.0,,31.9,3.1,6.8,0.512,,,,,,,,1.3,2.2,1.0,3.0,7.3,10.3,1.6,0.7,,3.5,7.6,1,24.0,20.0,7.0,,,0,0,0,7,1970,0.7,3.0,,4.0,
0,TyTy Washington Jr.,2022-23,21.0,['HOU'],NBA,PG,31.0,2.0,14.0,1.9,5.2,0.363,0.6,2.6,0.238,1.3,2.6,0.488,0.422,0.3,0.6,0.556,0.1,1.4,1.5,1.5,0.1,0.5,0.9,4.7,0,20.0,6.0,6.0,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/washity02.jpg,0,0,0,29,2022,0.5,2.0,,1.0,13.3
0,Joby Wright,1972-73,22.0,['SEA' 'MMT' 'TOT' 'SDS' 'VIR'],NBA,PF,77.0,,15.4,2.6,6.3,0.593,0.0,0.0,,2.6,6.3,0.593,0.593,1.3,2.2,1.0,3.0,1.7,4.7,0.5,0.3,1.3,2.5,6.5,1,20.0,11.0,5.0,['INDIANA'],,0,0,0,5,1972,0.4,2.0,,2.0,2.6
0,Tommy Woods,1967-68,24.0,['KEN'],ABA,PF,18.0,,10.2,0.8,2.4,0.326,0.0,0.1,0.0,0.8,2.3,0.333,0.326,0.8,0.9,0.875,,,3.1,0.2,,0.5,1.4,2.3,0,8.0,10.0,,['ETENNST'],,0,0,0,,,,,,,
0,Mike Wilks,2002-03,23.0,['TOT' 'ATL' 'MIN' 'HOU' 'SAS' 'CLE' 'SEA' 'DEN' 'WAS' 'OKC'],NBA,"PG,SG",48.0,7.0,24.3,1.9,5.4,0.556,0.5,1.1,0.667,1.7,4.3,0.625,0.625,1.9,2.9,1.0,0.6,2.1,2.7,2.8,0.1,1.1,2.5,5.7,1,22.0,8.0,11.0,['RICE'],https://www.basketball-reference.com/req/202106291/images/headshots/wilksmi01.jpg,0,1,0,,,1.1,4.0,,2.0,18.4
0,Delon Wright,2015-16,23.0,['TOR' 'TOT' 'MEM' 'DAL' 'DET' 'SAC' 'ATL' 'WAS'],NBA,PG,77.0,39.0,30.8,4.4,10.2,0.474,1.2,3.1,0.398,3.7,7.2,0.564,0.545,2.5,3.4,0.869,1.2,4.3,5.4,5.3,0.6,1.5,1.9,12.2,1,28.0,13.0,14.0,['UTAH'],https://www.basketball-reference.com/req/202106291/images/headshots/wrighde01.jpg,0,0,0,20,2015,1.8,6.0,3.0,4.0,31.1
0,Willie White,1984-85,22.0,['DEN'],NBA,SG,43.0,4.0,8.0,1.7,3.9,0.44,0.1,0.5,0.364,1.6,3.4,0.463,0.458,0.5,0.8,0.826,0.4,0.6,1.0,1.2,0.1,0.8,0.6,4.0,0,21.0,5.0,7.0,['UTCHAT'],,0,0,0,18,1984,0.4,5.0,,1.0,18.4
0,Lloyd Walton,1976-77,23.0,['MIL' 'KCK'],NBA,PG,76.0,,18.4,2.1,4.5,0.48,0.0,0.0,0.333,2.1,4.5,0.48,0.48,1.0,1.2,0.815,0.5,0.9,1.4,4.7,0.2,1.6,1.4,5.0,0,20.0,6.0,14.0,['MARQUETTE'],,0,0,0,6,1976,1.0,6.0,,2.0,14.0
0,Nate Wolters,2013-14,22.0,['MIL' 'TOT' 'NOP' 'UTA'],NBA,PG,58.0,31.0,22.6,2.9,6.7,0.437,0.3,1.1,0.29,2.6,5.6,0.465,0.46,1.0,1.6,0.656,0.6,2.0,2.6,3.2,0.3,1.0,1.2,7.2,1,19.0,8.0,10.0,['SDAKOTAST'],https://www.basketball-reference.com/req/202106291/images/headshots/woltena01.jpg,0,0,0,8,2013,0.6,3.0,,2.0,17.0
0,Micheal Williams,1988-89,22.0,['DET' 'TOT' 'PHO' 'CHH' 'IND' 'MIN' 'TOR'],NBA,PG,79.0,76.0,35.0,5.1,10.4,0.532,0.3,1.4,0.333,5.0,10.0,0.547,0.532,5.5,6.1,0.97,1.1,2.6,3.6,8.7,0.3,3.0,4.1,15.1,1,33.0,13.0,18.0,['BAYLOR'],https://www.basketball-reference.com/req/202106291/images/headshots/willimi02.jpg,0,1,0,23,1988,2.9,8.0,3.0,4.0,35.6
0,Coby White,2019-20,19.0,['CHI'],NBA,PG,74.0,54.0,31.2,5.4,13.1,0.443,2.4,6.6,0.385,3.1,6.5,0.54,0.551,1.9,2.1,0.901,0.4,3.7,4.1,4.8,0.2,2.3,2.6,15.1,0,36.0,10.0,13.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/whiteco01.jpg,0,0,0,7,2019,0.8,4.0,,2.0,31.3
0,Justise Winslow,2015-16,19.0,['MIA' 'MEM' 'TOT' 'LAC' 'POR'],NBA,SF,78.0,52.0,34.7,4.9,12.5,0.447,1.5,3.9,0.38,4.1,10.6,0.518,0.497,1.6,2.6,0.714,1.8,5.2,6.6,4.3,0.6,2.2,3.5,12.6,1,28.0,13.0,11.0,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/winslju01.jpg,0,0,0,10,2015,1.4,4.0,,3.0,22.9
0,Stan Washington,1974-75,23.0,['WSB'],NBA,SG,1.0,,4.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,,,,,,0,0,0,12,1974,0.0,,,,
0,Bobby Wilson,1967-68,,['DLC'],ABA,PF,69.0,,22.6,3.3,8.4,0.389,0.0,0.0,0.5,3.3,8.4,0.389,0.39,2.4,3.8,0.615,,,6.5,0.8,,1.8,3.0,8.9,0,25.0,18.0,,,,0,0,0,,,,,,,
0,Franz Wagner,2021-22,20.0,['ORL'],NBA,SF,80.0,80.0,32.6,6.8,14.0,0.485,1.6,4.5,0.361,5.2,9.5,0.544,0.543,3.4,4.0,0.863,1.1,3.4,4.5,3.5,0.4,2.1,2.3,18.6,0,38.0,11.0,10.0,['MICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/wagnefr01.jpg,0,0,0,8,2021,1.0,6.0,,2.0,32.3
0,Garry Witts,1981-82,22.0,['WSB'],NBA,SF,46.0,0.0,10.7,1.1,1.8,0.583,0.0,0.0,0.5,1.0,1.8,0.585,0.589,0.7,0.9,0.825,0.6,0.7,1.3,0.8,0.1,0.8,1.6,2.9,0,13.0,7.0,4.0,['HOLYCROSS'],,0,0,0,11,1981,0.4,1.0,,1.0,7.2
0,Guy Williams,1984-85,24.0,['WSB' 'GSW'],NBA,SF,21.0,0.0,5.7,1.4,3.0,0.46,0.0,0.2,0.25,1.3,2.8,0.475,0.468,0.6,1.2,0.5,0.7,1.2,1.3,0.4,0.4,0.4,1.4,2.9,0,13.0,7.0,2.0,['SANFRAN' 'WASHST'],,0,0,0,10,1983,0.2,1.0,,1.0,13.3
0,Justin Williams,2006-07,22.0,['SAC' 'TOT' 'HOU'],NBA,C,26.0,1.0,12.8,2.1,3.4,0.614,0.0,0.0,0.0,2.1,3.3,0.621,0.614,1.0,4.0,0.365,2.0,2.5,4.4,0.1,0.6,1.0,3.0,5.0,1,16.0,13.0,1.0,['WYOMING'],,0,0,0,,,0.2,5.0,,3.0,16.9
0,Skippy Whitaker,1954-55,24.0,['BOS'],NBA,PG,3.0,,5.0,0.3,2.0,0.167,,,,,,,,0.0,0.0,,,,0.3,0.3,,,1.3,0.7,0,2.0,1.0,1.0,['KENTUCKY'],,0,0,0,,1952,,,,,
0,Jameel Warney,2017-18,24.0,['DAL'],NBA,PF,3.0,0.0,9.0,2.3,4.0,0.583,0.0,0.0,,2.3,4.0,0.583,0.583,1.0,1.7,0.6,1.3,1.7,3.0,0.0,0.0,0.3,0.7,5.7,0,8.0,4.0,,['STONYBROOK'],https://www.basketball-reference.com/req/202106291/images/headshots/warneja01.jpg,0,0,0,,,0.0,,,,4.6
0,Leroy Wright,1967-68,29.0,['PTP' 'MNP'],ABA,PF,17.0,,19.5,1.4,3.5,0.4,0.0,0.0,,1.4,3.5,0.4,0.4,0.5,1.3,0.409,1.2,1.8,6.4,0.8,,1.2,2.9,3.4,0,11.0,10.0,,['PACIFIC'],,0,1,0,8,1960,,,,,
0,Doug West,1989-90,22.0,['MIN' 'VAN'],NBA,SG,80.0,80.0,38.8,8.1,15.6,0.518,0.2,0.9,0.333,8.1,15.3,0.527,0.52,3.1,3.7,0.857,1.3,2.4,3.2,3.5,0.5,2.1,3.5,19.3,0,39.0,11.0,9.0,['VILLANOVA'],https://www.basketball-reference.com/req/202106291/images/headshots/westdo01.jpg,0,0,0,11,1989,1.1,4.0,,3.0,27.8
0,Shammond Williams,1998-99,23.0,['ATL' 'SEA' 'TOT' 'BOS' 'DEN' 'ORL' 'NOH' 'LAL'],NBA,PG,78.0,11.0,26.4,3.5,8.9,0.438,1.4,3.8,0.459,2.1,5.1,0.449,0.523,1.5,2.0,0.889,0.5,1.9,2.3,5.1,0.1,2.0,2.1,9.4,1,28.0,9.0,11.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/willish01.jpg,0,0,0,5,1998,1.2,6.0,,2.0,23.5
0,Rickie Winslow,1987-88,23.0,['MIL'],NBA,SF,7.0,0.0,6.4,0.4,1.9,0.231,0.0,0.1,0.0,0.4,1.7,0.25,0.231,0.1,0.3,0.5,0.4,0.6,1.0,0.3,0.0,0.6,1.3,1.0,0,5.0,2.0,1.0,['HOUSTON'],,0,0,0,5,1987,0.1,1.0,,,2.8
0,Roland West,1967-68,23.0,['BAL'],NBA,,4.0,,3.5,0.5,1.3,0.4,,,,,,,,0.0,0.0,,,,1.3,0.0,,,0.8,1.0,0,4.0,2.0,,['CINCY'],,0,0,0,5,1966,,,,,
0,Alan Williams,2015-16,23.0,['PHO' 'BRK'],NBA,PF,47.0,0.0,15.1,2.9,5.7,0.615,0.0,0.2,0.0,2.9,5.7,0.667,0.615,1.5,2.4,0.667,2.0,4.2,6.2,1.6,0.7,1.4,2.7,7.4,0,17.0,17.0,3.0,['UCSB'],https://www.basketball-reference.com/req/202106291/images/headshots/willial03.jpg,0,0,0,,,1.0,4.0,,4.0,21.2
0,John Wetzel,1966-67,22.0,['LAL' 'PHO' 'ATL'],Did Not Play (injury—wrist),Did Not Play (injury—wrist),70.0,,18.0,1.8,4.1,0.478,,,,,,,,1.2,1.4,0.883,0.6,1.9,2.4,2.0,0.3,,2.2,4.7,0,22.0,13.0,10.0,['VATECH'],,0,0,0,7,1966,1.0,6.0,,2.0,
0,Jalen Williams,2022-23,21.0,['OKC'],NBA,SG,75.0,62.0,30.3,5.5,10.6,0.521,1.0,2.7,0.356,4.5,7.9,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,0.5,1.6,2.5,14.1,0,32.0,10.0,11.0,['SANTACLARA'],https://www.basketball-reference.com/req/202106291/images/headshots/willija06.jpg,0,0,0,12,2022,1.4,6.0,,3.0,32.5
0,Isaac Walthour,1953-54,23.0,['MLH'],NBA,,4.0,,7.5,0.3,1.5,0.167,,,,,,,,0.0,0.0,,,,0.3,0.5,,,1.5,0.5,0,2.0,,,,,0,0,0,,,,,,,
0,Elliot Williams,2010-11,21.0,['POR' 'PHI' 'TOT' 'UTA' 'NOP' 'MEM'],Did Not Play (injury—knee),Did Not Play (injury—knee),67.0,2.0,17.3,2.1,5.0,0.5,1.0,1.9,0.714,1.5,3.2,0.617,0.654,1.3,1.8,0.75,0.4,1.5,1.9,1.1,0.1,1.0,1.9,6.0,1,17.0,6.0,6.0,['DUKE' 'MEMPHIS'],https://www.basketball-reference.com/req/202106291/images/headshots/williel01.jpg,0,0,0,22,2010,0.5,4.0,,1.0,15.8
0,Phil Wagner,1968-69,23.0,['INA'],ABA,,12.0,,15.0,0.9,3.4,0.268,0.1,0.3,0.25,0.8,3.1,0.27,0.28,1.1,1.4,0.765,0.7,1.3,1.9,1.2,,1.5,2.3,3.0,0,15.0,4.0,3.0,['GATECH'],,0,0,0,11,1968,,,,,
0,Slick Watts,1973-74,22.0,['SEA' 'TOT' 'NOJ' 'HOU'],NBA,PG,82.0,,33.9,5.4,12.8,0.427,,,,,,,,2.4,4.2,0.645,1.4,3.1,4.5,8.1,0.4,2.9,3.3,13.0,1,37.0,12.0,18.0,,https://www.basketball-reference.com/req/202106291/images/headshots/wattssl01.jpg,0,0,0,,,3.2,9.0,4.0,3.0,16.3
0,Jaylin Williams,2022-23,20.0,['OKC'],NBA,C,49.0,36.0,18.7,2.1,4.8,0.436,0.9,2.3,0.407,1.1,2.5,0.463,0.534,0.8,1.1,0.704,0.9,4.0,4.9,1.6,0.2,0.8,2.3,5.9,0,15.0,16.0,7.0,['ARKANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/willija07.jpg,0,0,0,4,2022,0.6,4.0,,2.0,20.4
0,Ron Williams,1968-69,24.0,['SFW' 'GSW' 'MIL' 'LAL'],NBA,PG,82.0,,34.3,5.7,13.1,0.489,,,,,,,,4.0,4.8,0.904,0.3,1.9,3.0,5.9,0.0,,3.7,14.8,0,34.0,9.0,17.0,,,0,0,0,9,1968,0.7,3.0,,2.0,
0,Lorenzo Williams,1992-93,23.0,['TOT' 'CHH' 'ORL' 'BOS' 'DAL' 'WSB' 'WAS'],NBA,"C,PF",82.0,81.0,29.1,1.8,3.7,0.778,0.0,0.3,0.0,1.8,3.7,0.778,0.778,0.5,1.2,0.714,3.6,4.9,8.4,1.5,2.0,1.3,3.7,4.0,1,19.0,20.0,6.0,['STETSON'],,0,0,0,,,1.0,4.0,,6.0,21.6
0,Eddie Lee Wilkins,1984-85,22.0,['NYK' 'PHI'],NBA,C,79.0,16.0,18.9,2.3,5.3,0.567,0.0,0.1,0.0,2.3,5.3,0.579,0.567,1.8,3.0,0.615,1.9,3.3,4.9,0.3,0.3,1.2,2.9,6.1,0,24.0,15.0,3.0,['GARDWEBB'],,0,0,0,17,1984,0.4,2.0,,3.0,17.2
0,Chuck Williams,1970-71,24.0,['PTC' 'DNR' 'SDA' 'TOT' 'KEN' 'MMS' 'DNA' 'DEN' 'BUF'],ABA,PG,90.0,,39.1,5.9,12.3,0.514,0.1,0.3,0.417,5.9,12.2,0.517,0.514,5.9,7.5,0.826,1.1,2.1,3.1,7.1,0.2,3.0,3.3,17.7,1,36.0,8.0,12.0,['COLORADO'],https://www.basketball-reference.com/req/202106291/images/headshots/willich02.jpg,2,0,0,12,1968,1.5,7.0,,3.0,15.4
0,Brady Walker,1948-49,27.0,['PRO' 'BOS' 'TOT' 'BLB'],BAA,PF,68.0,,20.0,3.4,9.4,0.41,,,,,,,,1.5,2.6,0.765,,,6.6,2.1,,,1.7,8.3,1,22.0,16.0,4.0,,,0,0,0,,1948,,,,,
0,Lorenzen Wright,1996-97,21.0,['LAC' 'ATL' 'MEM' 'TOT' 'SAC' 'CLE'],NBA,C,80.0,77.0,30.0,5.2,11.4,0.499,0.0,0.1,0.333,5.2,11.4,0.5,0.5,2.2,3.2,0.733,3.0,6.4,9.4,1.2,1.3,1.8,3.4,12.4,1,33.0,26.0,5.0,['MEMPHIS'],https://www.basketball-reference.com/req/202106291/images/headshots/wrighlo02.jpg,0,0,0,7,1996,0.8,4.0,,5.0,29.4
0,Lee Winfield,1969-70,22.0,['SEA' 'BUF' 'KCK'],NBA,PG,81.0,,25.2,4.2,9.1,0.526,,,,,,,,2.2,3.2,0.75,0.7,1.2,2.7,3.6,0.4,,2.4,10.6,0,38.0,11.0,15.0,['NTEXAS'],,0,0,0,3,1969,0.6,3.0,1.0,2.0,
0,Duane Washington Jr.,2021-22,21.0,['IND' 'PHO'],NBA,PG,48.0,7.0,20.2,3.6,8.9,0.405,1.7,4.5,0.377,1.9,4.7,0.434,0.5,1.0,1.3,0.754,0.1,1.6,1.7,2.0,0.1,1.2,1.4,9.9,0,26.0,7.0,8.0,['OHIOST'],https://www.basketball-reference.com/req/202106291/images/headshots/washidu02.jpg,0,0,0,,,0.5,3.0,,2.0,19.3
0,Derrick Walton,2017-18,22.0,['MIA' 'TOT' 'LAC' 'DET'],NBA,PG,26.0,3.0,36.0,2.0,8.7,0.472,1.0,4.3,0.429,1.0,4.3,0.533,0.597,1.3,1.3,1.0,0.7,2.7,3.3,7.0,1.3,3.7,2.7,6.3,1,11.0,6.0,9.0,['MICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/waltode01.jpg,0,0,0,,,2.3,4.0,,2.0,10.9
0,Jasper Wilson,1968-69,21.0,['NOB'],ABA,SF,66.0,,14.8,2.0,5.3,0.381,0.3,0.5,0.5,1.9,5.0,0.376,0.405,1.5,2.0,0.75,0.9,3.0,3.5,0.7,,1.0,1.9,5.8,0,20.0,5.0,1.0,,,0,0,0,4,1968,,,,,
0,Luther Wright,1993-94,22.0,['UTA'],NBA,C,15.0,2.0,6.1,0.5,1.5,0.348,0.0,0.1,0.0,0.5,1.5,0.364,0.348,0.2,0.3,0.75,0.4,0.3,0.7,0.0,0.1,0.4,1.4,1.3,0,4.0,3.0,,['SETONHALL'],,0,0,0,18,1993,0.1,1.0,,1.0,2.6
0,Bob Wilson,1951-52,25.0,['MLH'],NBA,PG,63.0,,20.8,1.3,4.2,0.299,,,,,,,,1.2,2.1,0.578,,,3.3,1.7,,,2.7,3.7,0,16.0,2.0,7.0,,,0,0,0,,,,,,,
0,Sidney Wicks,1971-72,22.0,['POR' 'BOS' 'SDC'],NBA,PF,82.0,,39.6,9.6,22.4,0.497,0.0,0.0,0.0,9.6,22.4,0.497,0.497,5.4,7.6,0.762,3.3,7.9,11.5,5.5,1.0,2.8,4.0,24.5,0,38.0,27.0,14.0,['UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/wickssi01.jpg,4,0,0,2,1971,1.3,6.0,7.0,5.0,21.3
0,Mike Woodson,1980-81,22.0,['NYK' 'TOT' 'NJN' 'KCK' 'SAC' 'LAC' 'HOU' 'CLE'],NBA,SG,83.0,79.0,31.7,7.2,15.8,0.507,0.5,1.7,0.348,7.1,14.8,0.515,0.511,3.7,4.7,1.0,1.3,2.0,3.1,3.4,0.7,2.3,3.0,18.2,1,48.0,11.0,10.0,['INDIANA'],,0,0,0,12,1980,1.8,7.0,,4.0,33.4
0,Russell Westbrook,2008-09,20.0,['OKC' 'HOU' 'WAS' 'LAL' 'TOT' 'LAC'],NBA,PG,82.0,82.0,36.4,10.6,24.0,0.489,2.5,7.2,0.356,9.6,18.7,0.54,0.538,8.8,10.4,0.845,2.2,9.9,11.5,11.7,0.5,5.4,3.5,31.6,1,58.0,21.0,24.0,['UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/westbru01.jpg,9,0,0,4,2008,2.1,8.0,198.0,4.0,45.6
0,Dennis Wuycik,1972-73,22.0,['CAR' 'SSL'],ABA,SF,83.0,,11.7,1.8,4.0,0.463,0.0,0.0,0.5,1.8,3.9,0.466,0.466,1.0,1.6,0.694,1.0,1.3,2.2,1.0,0.1,1.4,2.0,4.7,0,20.0,9.0,5.0,['UNC'],,0,0,0,14,1972,0.3,1.0,,,1.5
0,Okaro White,2016-17,24.0,['MIA' 'WAS'],NBA,PF,35.0,4.0,13.5,1.2,2.7,0.438,0.7,1.8,0.364,0.6,1.5,0.6,0.563,0.6,0.6,0.909,0.7,1.6,2.3,0.6,0.3,0.5,1.5,3.3,0,10.0,8.0,3.0,['FLORIDAST'],https://www.basketball-reference.com/req/202106291/images/headshots/whiteok01.jpg,0,0,0,,,0.3,2.0,,4.0,12.4
0,Bernie Williams,1969-70,24.0,['SDR' 'VIR'],NBA,SG,78.0,,21.4,5.0,11.7,0.428,0.2,0.8,0.5,4.9,10.9,0.448,0.439,2.3,2.7,1.0,0.8,1.3,2.2,2.3,0.0,1.9,2.3,12.5,0,34.0,7.0,11.0,['LASALLE'],,0,0,0,6,1969,0.2,,,,
0,Nigel Williams-Goss,2019-20,25.0,['UTA'],NBA,PG,10.0,0.0,5.0,0.5,1.6,0.313,0.2,0.7,0.286,0.3,0.9,0.333,0.375,0.2,0.2,1.0,0.2,0.4,0.6,0.6,0.1,0.3,0.6,1.4,0,10.0,2.0,2.0,['WASHINGTON' 'GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/willini01.jpg,0,0,0,25,2017,0.3,2.0,,1.0,5.7
0,David Wood,1988-89,24.0,['CHI' 'HOU' 'SAS' 'DET' 'GSW' 'TOT' 'PHO' 'DAL' 'MIL'],NBA,PF,82.0,13.0,17.4,2.0,4.3,0.526,0.5,1.6,0.449,1.6,3.2,0.652,0.592,1.3,1.6,1.0,1.3,2.5,3.6,1.1,0.2,1.1,3.2,5.5,1,27.0,12.0,6.0,['NEVADA'],,0,0,0,,,0.7,4.0,,2.0,26.7
0,Milt Wagner,1987-88,24.0,['LAL' 'MIA'],NBA,SG,40.0,4.0,9.5,1.8,4.4,0.422,0.5,1.3,0.353,1.5,3.4,0.45,0.474,0.7,0.8,0.897,0.1,0.6,0.7,1.5,0.2,0.9,1.1,4.8,0,15.0,4.0,6.0,['LOUISVILLE'],,0,1,0,11,1986,0.2,2.0,,3.0,11.7
0,Chris Wilcox,2002-03,20.0,['LAC' 'TOT' 'SEA' 'OKC' 'NYK' 'DET' 'BOS'],NBA,PF,82.0,81.0,31.5,5.8,10.3,0.719,0.0,0.1,0.0,5.8,10.2,0.724,0.719,2.9,4.3,0.787,2.5,5.7,8.2,1.2,0.6,1.7,3.0,14.1,1,32.0,24.0,6.0,['MARYLAND'],https://www.basketball-reference.com/req/202106291/images/headshots/wilcoch01.jpg,0,0,0,8,2002,0.9,5.0,,4.0,27.7
0,Delonte West,2004-05,21.0,['BOS' 'TOT' 'SEA' 'CLE' 'DAL'],NBA,SG,71.0,71.0,34.1,4.7,10.4,0.487,1.4,3.6,0.399,3.5,7.8,0.534,0.548,2.4,2.9,0.886,0.8,3.3,4.1,4.6,0.7,2.0,2.8,12.2,1,31.0,11.0,12.0,['STJOSEPHS'],https://www.basketball-reference.com/req/202106291/images/headshots/westde01.jpg,0,0,0,24,2004,1.5,8.0,,4.0,30.2
0,Johnathan Williams,2018-19,23.0,['LAL' 'WAS'],NBA,C,24.0,6.0,15.5,2.7,4.6,0.591,0.0,0.1,0.0,2.7,4.5,0.602,0.591,1.1,2.0,0.563,2.0,2.7,4.3,0.5,0.5,0.7,2.6,6.5,0,18.0,16.0,3.0,['MISSOURI' 'GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/willijo04.jpg,0,0,0,,,0.3,2.0,,3.0,15.6
0,Bubba Wilson,1979-80,24.0,['GSW'],NBA,SG,16.0,,8.9,0.4,1.6,0.28,0.0,0.0,,0.4,1.6,0.28,0.28,0.2,0.4,0.5,0.4,0.6,1.0,0.8,0.0,0.5,0.7,1.1,0,4.0,4.0,3.0,['WCAROLINA'],,0,0,0,13,1978,0.1,1.0,,,3.7
0,Shelden Williams,2006-07,23.0,['ATL' 'TOT' 'SAC' 'MIN' 'BOS' 'DEN' 'NYK' 'NJN'],NBA,PF,81.0,38.0,22.0,2.0,4.5,0.538,0.0,0.1,0.5,2.0,4.5,0.538,0.538,1.4,1.9,0.828,2.4,3.8,6.0,0.8,0.7,1.2,2.6,5.5,1,21.0,17.0,7.0,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/willish02.jpg,0,0,0,5,2006,0.8,4.0,,3.0,22.6
0,Wally Walker,1976-77,22.0,['POR' 'TOT' 'SEA' 'HOU'],NBA,SF,82.0,70.0,28.1,4.4,9.8,0.507,0.0,0.1,0.333,4.4,9.8,0.507,0.507,1.3,2.1,0.75,1.7,2.9,4.5,3.1,0.4,1.8,3.1,9.9,1,24.0,13.0,8.0,['VIRGINIA'],,0,2,0,5,1976,0.6,3.0,,3.0,22.0
